,area,latitude,longitude,polygons
232,the villa,25.086389,55.36077,"[[[55.3388900756837, 25.0800418853759], [55.3676223754883, 25.0965499877931], [55.3777656555176, 25.1031036376953], [55.3778381347656, 25.1031494140626], [55.378589630127, 25.1036739349366], [55.3787765502931, 25.1034545898437], [55.3790168762208, 25.1031703948976], [55.3792953491212, 25.1028423309326], [55.3793334960939, 25.1028003692627], [55.3794898986816, 25.1026134490968], [55.3795967102051, 25.1024894714356], [55.3926200866699, 25.0871601104736], [55.3921127319337, 25.0868320465088], [55.3879776000977, 25.0840873718263], [55.3789863586426, 25.0782871246339], [55.3774795532227, 25.0772972106934], [55.375026702881, 25.0756855010986], [55.3689117431641, 25.0726699829102], [55.363540649414, 25.0706443786622], [55.3617324829102, 25.0701217651367], [55.3585929870606, 25.069211959839], [55.3493385314941, 25.067045211792], [55.3429832458497, 25.065793991089], [55.336841583252, 25.0649394989014], [55.3339424133301, 25.0639228820801], [55.3325309753419, 25.0638027191162], [55.332145690918, 25.063549041748], [55.3299827575684, 25.063045501709], [55.3205909729004, 25.0593547821044], [55.314208984375, 25.0544090270996], [55.3099250793458, 25.0506591796875], [55.3036422729492, 25.0579833984376], [55.3036155700684, 25.0580158233643], [55.3026123046876, 25.0591869354248], [55.3388900756837, 25.0800418853759]]]"
233,villanova,25.075826,55.360599,"[[[55.3388900756837, 25.0800418853759], [55.3676223754883, 25.0965499877931], [55.3777656555176, 25.1031036376953], [55.3778381347656, 25.1031494140626], [55.378589630127, 25.1036739349366], [55.3787765502931, 25.1034545898437], [55.3790168762208, 25.1031703948976], [55.3792953491212, 25.1028423309326], [55.3793334960939, 25.1028003692627], [55.3794898986816, 25.1026134490968], [55.3795967102051, 25.1024894714356], [55.3926200866699, 25.0871601104736], [55.3921127319337, 25.0868320465088], [55.3879776000977, 25.0840873718263], [55.3789863586426, 25.0782871246339], [55.3774795532227, 25.0772972106934], [55.375026702881, 25.0756855010986], [55.3689117431641, 25.0726699829102], [55.363540649414, 25.0706443786622], [55.3617324829102, 25.0701217651367], [55.3585929870606, 25.069211959839], [55.3493385314941, 25.067045211792], [55.3429832458497, 25.065793991089], [55.336841583252, 25.0649394989014], [55.3339424133301, 25.0639228820801], [55.3325309753419, 25.0638027191162], [55.332145690918, 25.063549041748], [55.3299827575684, 25.063045501709], [55.3205909729004, 25.0593547821044], [55.314208984375, 25.0544090270996], [55.3099250793458, 25.0506591796875], [55.3036422729492, 25.0579833984376], [55.3036155700684, 25.0580158233643], [55.3026123046876, 25.0591869354248], [55.3388900756837, 25.0800418853759]]]"
234,wadi al safa 5,25.093705,55.382043,"[[[55.3388900756837, 25.0800418853759], [55.3676223754883, 25.0965499877931], [55.3777656555176, 25.1031036376953], [55.3778381347656, 25.1031494140626], [55.378589630127, 25.1036739349366], [55.3787765502931, 25.1034545898437], [55.3790168762208, 25.1031703948976], [55.3792953491212, 25.1028423309326], [55.3793334960939, 25.1028003692627], [55.3794898986816, 25.1026134490968], [55.3795967102051, 25.1024894714356], [55.3926200866699, 25.0871601104736], [55.3921127319337, 25.0868320465088], [55.3879776000977, 25.0840873718263], [55.3789863586426, 25.0782871246339], [55.3774795532227, 25.0772972106934], [55.375026702881, 25.0756855010986], [55.3689117431641, 25.0726699829102], [55.363540649414, 25.0706443786622], [55.3617324829102, 25.0701217651367], [55.3585929870606, 25.069211959839], [55.3493385314941, 25.067045211792], [55.3429832458497, 25.065793991089], [55.336841583252, 25.0649394989014], [55.3339424133301, 25.0639228820801], [55.3325309753419, 25.0638027191162], [55.332145690918, 25.063549041748], [55.3299827575684, 25.063045501709], [55.3205909729004, 25.0593547821044], [55.314208984375, 25.0544090270996], [55.3099250793458, 25.0506591796875], [55.3036422729492, 25.0579833984376], [55.3036155700684, 25.0580158233643], [55.3026123046876, 25.0591869354248], [55.3388900756837, 25.0800418853759]]]"
235,arabian ranches i,25.052568,55.263061,"[[[55.3026123046876, 25.0591869354248], [55.2755012512208, 25.0435905456544], [55.2715454101563, 25.0408725738526], [55.260410308838, 25.0349292755128], [55.2602272033693, 25.035026550293], [55.2580299377441, 25.0375080108642], [55.2565650939942, 25.0390434265138], [55.2540283203126, 25.0422992706299], [55.2530364990235, 25.0437545776367], [55.2513465881348, 25.0465660095215], [55.2507286071777, 25.0484104156494], [55.2501106262208, 25.0504932403564], [55.2494850158692, 25.0529346466066], [55.2493515014648, 25.0548610687256], [55.2492942810059, 25.0548572540284], [55.2493324279786, 25.0559234619142], [55.2613220214844, 25.057321548462], [55.2755203247071, 25.0590476989747], [55.2849235534668, 25.0602493286133], [55.289192199707, 25.0613918304444], [55.293270111084, 25.0637798309326], [55.2955055236818, 25.0657825469971], [55.2954750061036, 25.0648498535157], [55.2959403991699, 25.0646686553956], [55.2970581054688, 25.06422996521], [55.3022079467774, 25.0596561431885], [55.3026123046876, 25.0591869354248]]]"
236,arabian ranches ii,25.034565,55.272405,"[[[55.3099250793458, 25.0506591796875], [55.3092308044435, 25.0500526428223], [55.2807884216309, 25.0220241546631], [55.2788848876953, 25.0235424041748], [55.2651214599609, 25.0319175720215], [55.2609825134278, 25.03466796875], [55.2609252929687, 25.0347061157227], [55.2608795166017, 25.0346794128419], [55.260410308838, 25.0349292755128], [55.2715454101563, 25.0408725738526], [55.2755012512208, 25.0435905456544], [55.3026123046876, 25.0591869354248], [55.3036155700684, 25.0580158233643], [55.3036422729492, 25.0579833984376], [55.3099250793458, 25.0506591796875]]]"
237,dubai lifestyle city,25.042448,55.282903,"[[[55.3099250793458, 25.0506591796875], [55.3092308044435, 25.0500526428223], [55.2807884216309, 25.0220241546631], [55.2788848876953, 25.0235424041748], [55.2651214599609, 25.0319175720215], [55.2609825134278, 25.03466796875], [55.2609252929687, 25.0347061157227], [55.2608795166017, 25.0346794128419], [55.260410308838, 25.0349292755128], [55.2715454101563, 25.0408725738526], [55.2755012512208, 25.0435905456544], [55.3026123046876, 25.0591869354248], [55.3036155700684, 25.0580158233643], [55.3036422729492, 25.0579833984376], [55.3099250793458, 25.0506591796875]]]"
238,layan,25.026568,55.282451,"[[[55.3099250793458, 25.0506591796875], [55.3092308044435, 25.0500526428223], [55.2807884216309, 25.0220241546631], [55.2788848876953, 25.0235424041748], [55.2651214599609, 25.0319175720215], [55.2609825134278, 25.03466796875], [55.2609252929687, 25.0347061157227], [55.2608795166017, 25.0346794128419], [55.260410308838, 25.0349292755128], [55.2715454101563, 25.0408725738526], [55.2755012512208, 25.0435905456544], [55.3026123046876, 25.0591869354248], [55.3036155700684, 25.0580158233643], [55.3036422729492, 25.0579833984376], [55.3099250793458, 25.0506591796875]]]"
239,palmarosa,25.044095,55.278805,"[[[55.3099250793458, 25.0506591796875], [55.3092308044435, 25.0500526428223], [55.2807884216309, 25.0220241546631], [55.2788848876953, 25.0235424041748], [55.2651214599609, 25.0319175720215], [55.2609825134278, 25.03466796875], [55.2609252929687, 25.0347061157227], [55.2608795166017, 25.0346794128419], [55.260410308838, 25.0349292755128], [55.2715454101563, 25.0408725738526], [55.2755012512208, 25.0435905456544], [55.3026123046876, 25.0591869354248], [55.3036155700684, 25.0580158233643], [55.3036422729492, 25.0579833984376], [55.3099250793458, 25.0506591796875]]]"
240,rukan,25.042053,55.288162,"[[[55.3099250793458, 25.0506591796875], [55.3092308044435, 25.0500526428223], [55.2807884216309, 25.0220241546631], [55.2788848876953, 25.0235424041748], [55.2651214599609, 25.0319175720215], [55.2609825134278, 25.03466796875], [55.2609252929687, 25.0347061157227], [55.2608795166017, 25.0346794128419], [55.260410308838, 25.0349292755128], [55.2715454101563, 25.0408725738526], [55.2755012512208, 25.0435905456544], [55.3026123046876, 25.0591869354248], [55.3036155700684, 25.0580158233643], [55.3036422729492, 25.0579833984376], [55.3099250793458, 25.0506591796875]]]"
241,sustainable city,25.029865,55.278949,"[[[55.3099250793458, 25.0506591796875], [55.3092308044435, 25.0500526428223], [55.2807884216309, 25.0220241546631], [55.2788848876953, 25.0235424041748], [55.2651214599609, 25.0319175720215], [55.2609825134278, 25.03466796875], [55.2609252929687, 25.0347061157227], [55.2608795166017, 25.0346794128419], [55.260410308838, 25.0349292755128], [55.2715454101563, 25.0408725738526], [55.2755012512208, 25.0435905456544], [55.3026123046876, 25.0591869354248], [55.3036155700684, 25.0580158233643], [55.3036422729492, 25.0579833984376], [55.3099250793458, 25.0506591796875]]]"
242,al warsan first,25.159122,55.424236,"[[[55.427619934082, 25.1742572784425], [55.4257469177247, 25.1651668548585], [55.4235687255861, 25.1548252105713], [55.422435760498, 25.1532840728759], [55.4202461242677, 25.1522102355957], [55.4187889099121, 25.1511421203614], [55.4172782897949, 25.1491909027099], [55.4152297973632, 25.1502456665039], [55.4120674133302, 25.1511669158936], [55.4064826965333, 25.1529216766358], [55.3996238708497, 25.1555233001709], [55.3973159790039, 25.1563587188721], [55.396770477295, 25.156644821167], [55.393238067627, 25.1597862243653], [55.3931579589844, 25.1598567962648], [55.3921241760254, 25.1607742309571], [55.3914413452148, 25.1610240936279], [55.3943977355957, 25.169704437256], [55.3966178894044, 25.1767044067382], [55.3968544006348, 25.1785278320313], [55.3967971801758, 25.178539276123], [55.3969612121583, 25.1793651580811], [55.3970336914063, 25.1797332763673], [55.4083518981934, 25.1776962280273], [55.4085884094239, 25.1776542663575], [55.4100799560546, 25.1773853302002], [55.4108924865724, 25.1772403717042], [55.427619934082, 25.1742572784425]]]"
243,international city ph 1,25.165096,55.412636,"[[[55.427619934082, 25.1742572784425], [55.4257469177247, 25.1651668548585], [55.4235687255861, 25.1548252105713], [55.422435760498, 25.1532840728759], [55.4202461242677, 25.1522102355957], [55.4187889099121, 25.1511421203614], [55.4172782897949, 25.1491909027099], [55.4152297973632, 25.1502456665039], [55.4120674133302, 25.1511669158936], [55.4064826965333, 25.1529216766358], [55.3996238708497, 25.1555233001709], [55.3973159790039, 25.1563587188721], [55.396770477295, 25.156644821167], [55.393238067627, 25.1597862243653], [55.3931579589844, 25.1598567962648], [55.3921241760254, 25.1607742309571], [55.3914413452148, 25.1610240936279], [55.3943977355957, 25.169704437256], [55.3966178894044, 25.1767044067382], [55.3968544006348, 25.1785278320313], [55.3967971801758, 25.178539276123], [55.3969612121583, 25.1793651580811], [55.3970336914063, 25.1797332763673], [55.4083518981934, 25.1776962280273], [55.4085884094239, 25.1776542663575], [55.4100799560546, 25.1773853302002], [55.4108924865724, 25.1772403717042], [55.427619934082, 25.1742572784425]]]"
244,warsan first,25.154228,55.41679,"[[[55.427619934082, 25.1742572784425], [55.4257469177247, 25.1651668548585], [55.4235687255861, 25.1548252105713], [55.422435760498, 25.1532840728759], [55.4202461242677, 25.1522102355957], [55.4187889099121, 25.1511421203614], [55.4172782897949, 25.1491909027099], [55.4152297973632, 25.1502456665039], [55.4120674133302, 25.1511669158936], [55.4064826965333, 25.1529216766358], [55.3996238708497, 25.1555233001709], [55.3973159790039, 25.1563587188721], [55.396770477295, 25.156644821167], [55.393238067627, 25.1597862243653], [55.3931579589844, 25.1598567962648], [55.3921241760254, 25.1607742309571], [55.3914413452148, 25.1610240936279], [55.3943977355957, 25.169704437256], [55.3966178894044, 25.1767044067382], [55.3968544006348, 25.1785278320313], [55.3967971801758, 25.178539276123], [55.3969612121583, 25.1793651580811], [55.3970336914063, 25.1797332763673], [55.4083518981934, 25.1776962280273], [55.4085884094239, 25.1776542663575], [55.4100799560546, 25.1773853302002], [55.4108924865724, 25.1772403717042], [55.427619934082, 25.1742572784425]]]"
245,international city ph 2 & 3,25.143651,55.405198,"[[[55.4268341064454, 25.1386528015136], [55.4101257324219, 25.126070022583], [55.4096603393556, 25.1257190704346], [55.4083824157715, 25.1266708374025], [55.4082641601563, 25.1265716552734], [55.4064788818359, 25.1277599334717], [55.4034805297852, 25.1305580139161], [55.4018402099611, 25.1313495635986], [55.3993225097657, 25.1315917968751], [55.3969421386719, 25.1323757171632], [55.3924674987793, 25.1347541809083], [55.3891906738282, 25.1360664367676], [55.3862075805665, 25.1375179290773], [55.3835449218751, 25.1380939483643], [55.3817825317383, 25.1384735107422], [55.3819122314453, 25.1387615203857], [55.3830146789551, 25.1412010192872], [55.3900527954101, 25.1569480895997], [55.3914413452148, 25.1610240936279], [55.3921241760254, 25.1607742309571], [55.3931579589844, 25.1598567962648], [55.393238067627, 25.1597862243653], [55.396770477295, 25.156644821167], [55.3973159790039, 25.1563587188721], [55.3996238708497, 25.1555233001709], [55.4064826965333, 25.1529216766358], [55.4120674133302, 25.1511669158936], [55.4152297973632, 25.1502456665039], [55.4172782897949, 25.1491909027099], [55.4169578552247, 25.148775100708], [55.419101715088, 25.148120880127], [55.4192276000976, 25.147954940796], [55.421516418457, 25.1449089050294], [55.4222145080566, 25.1443881988525], [55.4257049560548, 25.1396560668946], [55.4268341064454, 25.1386528015136]]]"
246,warsan fourth,25.147667,55.400738,"[[[55.4268341064454, 25.1386528015136], [55.4101257324219, 25.126070022583], [55.4096603393556, 25.1257190704346], [55.4083824157715, 25.1266708374025], [55.4082641601563, 25.1265716552734], [55.4064788818359, 25.1277599334717], [55.4034805297852, 25.1305580139161], [55.4018402099611, 25.1313495635986], [55.3993225097657, 25.1315917968751], [55.3969421386719, 25.1323757171632], [55.3924674987793, 25.1347541809083], [55.3891906738282, 25.1360664367676], [55.3862075805665, 25.1375179290773], [55.3835449218751, 25.1380939483643], [55.3817825317383, 25.1384735107422], [55.3819122314453, 25.1387615203857], [55.3830146789551, 25.1412010192872], [55.3900527954101, 25.1569480895997], [55.3914413452148, 25.1610240936279], [55.3921241760254, 25.1607742309571], [55.3931579589844, 25.1598567962648], [55.393238067627, 25.1597862243653], [55.396770477295, 25.156644821167], [55.3973159790039, 25.1563587188721], [55.3996238708497, 25.1555233001709], [55.4064826965333, 25.1529216766358], [55.4120674133302, 25.1511669158936], [55.4152297973632, 25.1502456665039], [55.4172782897949, 25.1491909027099], [55.4169578552247, 25.148775100708], [55.419101715088, 25.148120880127], [55.4192276000976, 25.147954940796], [55.421516418457, 25.1449089050294], [55.4222145080566, 25.1443881988525], [55.4257049560548, 25.1396560668946], [55.4268341064454, 25.1386528015136]]]"
247,al warsan second,25.159704,55.438157,"[[[55.4600067138673, 25.1681880950928], [55.4599418640138, 25.167917251587], [55.4583206176759, 25.1630268096924], [55.4562568664551, 25.1604251861573], [55.4546966552736, 25.1591663360597], [55.4288673400878, 25.1402053833008], [55.4268341064454, 25.1386528015136], [55.4257049560548, 25.1396560668946], [55.4222145080566, 25.1443881988525], [55.421516418457, 25.1449089050294], [55.4192276000976, 25.147954940796], [55.419101715088, 25.148120880127], [55.4169578552247, 25.148775100708], [55.4172782897949, 25.1491909027099], [55.4187889099121, 25.1511421203614], [55.4202461242677, 25.1522102355957], [55.422435760498, 25.1532840728759], [55.4235687255861, 25.1548252105713], [55.4257469177247, 25.1651668548585], [55.427619934082, 25.1742572784425], [55.4284515380859, 25.1741085052491], [55.4341506958008, 25.1730918884278], [55.4453315734863, 25.1709728240967], [55.4599380493165, 25.1682033538819], [55.4600067138673, 25.1681880950928]]]"
248,warsan second,25.15885,55.437299,"[[[55.4600067138673, 25.1681880950928], [55.4599418640138, 25.167917251587], [55.4583206176759, 25.1630268096924], [55.4562568664551, 25.1604251861573], [55.4546966552736, 25.1591663360597], [55.4288673400878, 25.1402053833008], [55.4268341064454, 25.1386528015136], [55.4257049560548, 25.1396560668946], [55.4222145080566, 25.1443881988525], [55.421516418457, 25.1449089050294], [55.4192276000976, 25.147954940796], [55.419101715088, 25.148120880127], [55.4169578552247, 25.148775100708], [55.4172782897949, 25.1491909027099], [55.4187889099121, 25.1511421203614], [55.4202461242677, 25.1522102355957], [55.422435760498, 25.1532840728759], [55.4235687255861, 25.1548252105713], [55.4257469177247, 25.1651668548585], [55.427619934082, 25.1742572784425], [55.4284515380859, 25.1741085052491], [55.4341506958008, 25.1730918884278], [55.4453315734863, 25.1709728240967], [55.4599380493165, 25.1682033538819], [55.4600067138673, 25.1681880950928]]]"
